Review,predicted_sentiment,Rate,tokens,filtered_tokens,lemmas
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
delightful,positive,4,['delightful'],['delightful'],['delightful']
delightful,positive,4,['delightful'],['delightful'],['delightful']
nice,positive,3,['nice'],['nice'],['nice']
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
fair,neutral,3,['fair'],['fair'],['fair']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
slightly disappointed,positive,2,"['slightly', 'disappointed']","['slightly', 'disappointed']","['slightly', 'disappointed']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
awesome,positive,5,['awesome'],['awesome'],['awesome']
super!,positive,5,"['super', '!']",['super'],['super']
delightful,positive,3,['delightful'],['delightful'],['delightful']
slightly disappointed,neutral,2,"['slightly', 'disappointed']","['slightly', 'disappointed']","['slightly', 'disappointed']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
decent product,negative,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
does the job,positive,3,"['does', 'the', 'job']",['job'],['job']
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
don't waste your money,negative,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
very good,positive,4,"['very', 'good']",['good'],['good']
terrific,positive,5,['terrific'],['terrific'],['terrific']
super!,positive,5,"['super', '!']",['super'],['super']
excellent,positive,5,['excellent'],['excellent'],['excellent']
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
just okay,neutral,3,"['just', 'okay']",['okay'],['okay']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
terrific,positive,5,['terrific'],['terrific'],['terrific']
super!,positive,5,"['super', '!']",['super'],['super']
value-for-money,positive,4,['value-for-money'],[],[]
decent product,neutral,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
moderate,negative,2,['moderate'],['moderate'],['moderate']
good,positive,3,['good'],['good'],['good']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
wonderful,neutral,4,['wonderful'],['wonderful'],['wonderful']
terrific,positive,5,['terrific'],['terrific'],['terrific']
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
very good,positive,4,"['very', 'good']",['good'],['good']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
slightly disappointed,negative,2,"['slightly', 'disappointed']","['slightly', 'disappointed']","['slightly', 'disappointed']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
decent product,positive,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
does the job,neutral,3,"['does', 'the', 'job']",['job'],['job']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
fair,neutral,4,['fair'],['fair'],['fair']
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
super!,positive,5,"['super', '!']",['super'],['super']
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
super!,positive,5,"['super', '!']",['super'],['super']
excellent,positive,5,['excellent'],['excellent'],['excellent']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
nice,negative,3,['nice'],['nice'],['nice']
could be way better,positive,2,"['could', 'be', 'way', 'better']","['could', 'way', 'better']","['could', 'way', 'better']"
terrific,neutral,5,['terrific'],['terrific'],['terrific']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
excellent,positive,5,['excellent'],['excellent'],['excellent']
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
horrible,neutral,1,['horrible'],['horrible'],['horrible']
good quality product,neutral,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
very good,positive,4,"['very', 'good']",['good'],['good']
fair,positive,3,['fair'],['fair'],['fair']
expected a better product,neutral,2,"['expected', 'a', 'better', 'product']","['expected', 'better', 'product']","['expected', 'better', 'product']"
value for money,positive,5,"['value', 'for', 'money']","['value', 'money']","['value', 'money']"
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
utterly disappointed,negative,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
terrible product,neutral,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
expected a better product,positive,2,"['expected', 'a', 'better', 'product']","['expected', 'better', 'product']","['expected', 'better', 'product']"
super!,positive,5,"['super', '!']",['super'],['super']
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
good quality product,neutral,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
waste of money!,negative,1,"['waste', 'of', 'money', '!']","['waste', 'money']","['waste', 'money']"
value-for-money,positive,4,['value-for-money'],[],[]
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
value-for-money,positive,4,['value-for-money'],[],[]
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
utterly disappointed,negative,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
does the job,positive,3,"['does', 'the', 'job']",['job'],['job']
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
delightful,positive,4,['delightful'],['delightful'],['delightful']
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
unsatisfactory,negative,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
terrific,positive,5,['terrific'],['terrific'],['terrific']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
delightful,positive,4,['delightful'],['delightful'],['delightful']
does the job,positive,3,"['does', 'the', 'job']",['job'],['job']
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
just okay,neutral,3,"['just', 'okay']",['okay'],['okay']
good choice,negative,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
good,neutral,3,['good'],['good'],['good']
absolute rubbish!,negative,1,"['absolute', 'rubbish', '!']","['absolute', 'rubbish']","['absolute', 'rubbish']"
good,positive,3,['good'],['good'],['good']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
waste of money!,negative,1,"['waste', 'of', 'money', '!']","['waste', 'money']","['waste', 'money']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
unsatisfactory,negative,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
terrible product,positive,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
horrible,negative,1,['horrible'],['horrible'],['horrible']
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
worst experience ever!,negative,1,"['worst', 'experience', 'ever', '!']","['worst', 'experience', 'ever']","['worst', 'experience', 'ever']"
worthless,negative,1,['worthless'],['worthless'],['worthless']
decent product,negative,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
utterly disappointed,positive,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
super!,positive,5,"['super', '!']",['super'],['super']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
awesome,positive,5,['awesome'],['awesome'],['awesome']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
excellent product,positive,4,"['excellent', 'product']","['excellent', 'product']","['excellent', 'product']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
very good,positive,4,"['very', 'good']",['good'],['good']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
pretty good,neutral,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
unsatisfactory,negative,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
decent product,negative,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
unsatisfactory,negative,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
value-for-money,positive,4,['value-for-money'],[],[]
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
decent product,negative,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
good,positive,3,['good'],['good'],['good']
very good,positive,4,"['very', 'good']",['good'],['good']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
awesome,positive,5,['awesome'],['awesome'],['awesome']
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
absolute rubbish!,negative,1,"['absolute', 'rubbish', '!']","['absolute', 'rubbish']","['absolute', 'rubbish']"
very poor,positive,1,"['very', 'poor']",['poor'],['poor']
nice,negative,3,['nice'],['nice'],['nice']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
mind-blowing purchase,neutral,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
bad quality,negative,2,"['bad', 'quality']","['bad', 'quality']","['bad', 'quality']"
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
not good,negative,2,"['not', 'good']",['good'],['good']
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
excellent,positive,5,['excellent'],['excellent'],['excellent']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
pretty good,neutral,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
don't waste your money,negative,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
nice,neutral,3,['nice'],['nice'],['nice']
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
super!,positive,5,"['super', '!']",['super'],['super']
not good,negative,2,"['not', 'good']",['good'],['good']
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
excellent,positive,5,['excellent'],['excellent'],['excellent']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
awesome,positive,5,['awesome'],['awesome'],['awesome']
fair,positive,3,['fair'],['fair'],['fair']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
super!,positive,5,"['super', '!']",['super'],['super']
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
very good,positive,4,"['very', 'good']",['good'],['good']
value-for-money,positive,4,['value-for-money'],[],[]
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
awesome,positive,5,['awesome'],['awesome'],['awesome']
really nice,neutral,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
super!,positive,5,"['super', '!']",['super'],['super']
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
super!,positive,5,"['super', '!']",['super'],['super']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
delightful,positive,4,['delightful'],['delightful'],['delightful']
super!,positive,5,"['super', '!']",['super'],['super']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
utterly disappointed,negative,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
awesome,positive,5,['awesome'],['awesome'],['awesome']
nice,neutral,3,['nice'],['nice'],['nice']
useless product,negative,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
nice,negative,3,['nice'],['nice'],['nice']
good,positive,3,['good'],['good'],['good']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
just okay,negative,3,"['just', 'okay']",['okay'],['okay']
worthless,neutral,1,['worthless'],['worthless'],['worthless']
utterly disappointed,positive,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
worthless,negative,1,['worthless'],['worthless'],['worthless']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
useless product,negative,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
absolute rubbish!,negative,1,"['absolute', 'rubbish', '!']","['absolute', 'rubbish']","['absolute', 'rubbish']"
very poor,negative,1,"['very', 'poor']",['poor'],['poor']
useless product,negative,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
decent product,positive,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
awesome,positive,5,['awesome'],['awesome'],['awesome']
nice,negative,3,['nice'],['nice'],['nice']
could be way better,negative,2,"['could', 'be', 'way', 'better']","['could', 'way', 'better']","['could', 'way', 'better']"
very poor,neutral,1,"['very', 'poor']",['poor'],['poor']
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
super!,positive,5,"['super', '!']",['super'],['super']
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
mind-blowing purchase,neutral,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
terrific,positive,5,['terrific'],['terrific'],['terrific']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
good,positive,3,['good'],['good'],['good']
excellent,positive,5,['excellent'],['excellent'],['excellent']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
very poor,negative,1,"['very', 'poor']",['poor'],['poor']
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
very good,positive,4,"['very', 'good']",['good'],['good']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
utterly disappointed,negative,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
hated it!,negative,1,"['hated', 'it', '!']",['hated'],['hated']
nice,neutral,3,['nice'],['nice'],['nice']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
awesome,positive,5,['awesome'],['awesome'],['awesome']
horrible,negative,1,['horrible'],['horrible'],['horrible']
horrible,negative,1,['horrible'],['horrible'],['horrible']
terrific,positive,5,['terrific'],['terrific'],['terrific']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
worst experience ever!,negative,1,"['worst', 'experience', 'ever', '!']","['worst', 'experience', 'ever']","['worst', 'experience', 'ever']"
decent product,positive,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
waste of money!,negative,1,"['waste', 'of', 'money', '!']","['waste', 'money']","['waste', 'money']"
absolute rubbish!,negative,1,"['absolute', 'rubbish', '!']","['absolute', 'rubbish']","['absolute', 'rubbish']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
does the job,negative,3,"['does', 'the', 'job']",['job'],['job']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
just okay,neutral,3,"['just', 'okay']",['okay'],['okay']
super!,positive,5,"['super', '!']",['super'],['super']
very poor,negative,1,"['very', 'poor']",['poor'],['poor']
good,positive,3,['good'],['good'],['good']
very good,positive,4,"['very', 'good']",['good'],['good']
hated it!,negative,1,"['hated', 'it', '!']",['hated'],['hated']
excellent,positive,5,['excellent'],['excellent'],['excellent']
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
bad quality,negative,2,"['bad', 'quality']","['bad', 'quality']","['bad', 'quality']"
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
very good,positive,4,"['very', 'good']",['good'],['good']
hated it!,negative,1,"['hated', 'it', '!']",['hated'],['hated']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
very poor,negative,1,"['very', 'poor']",['poor'],['poor']
waste of money!,negative,1,"['waste', 'of', 'money', '!']","['waste', 'money']","['waste', 'money']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
decent product,neutral,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
awesome,positive,5,['awesome'],['awesome'],['awesome']
other than auto rotating its good for nothing,negative,2,"['other', 'than', 'auto', 'rotating', 'its', 'good', 'for', 'nothing']","['auto', 'rotating', 'good', 'nothing']","['auto', 'rotating', 'good', 'nothing']"
horrible,negative,1,['horrible'],['horrible'],['horrible']
value-for-money,positive,4,['value-for-money'],[],[]
unsatisfactory,negative,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
useless product,negative,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
